phase_id,trip_id,phase,leg_index,start_s,end_s,s0,s1,is_boundary,direct,atom_id,guard_margin_db,guard_relay_trip_id
PH-0071,Q3-T-010,投送交接,1,2214.489704248855,2394.489704248855,0.0,1.0,False,False,COM-00667,0.2,Q3-R-002
PH-0071,Q3-T-010,投送交接,1,2394.489704248855,2394.489704248855,1.0,1.0,True,False,COM-00668,0.2,Q3-R-002
PH-0072,Q3-T-010,爬升,2,2394.489704248855,2422.765159978022,0.0,1.0,False,False,COM-00669,0.2,Q3-R-002
PH-0072,Q3-T-010,爬升,2,2422.765159978022,2422.765159978022,1.0,1.0,True,False,COM-00670,0.2,Q3-R-002
PH-0073,Q3-T-010,巡航,2,2422.765159978022,2436.8699186909644,0.0,0.05927988434789555,False,False,COM-00671,0.2,Q3-R-002
PH-0073,Q3-T-010,巡航,2,2436.8699186909644,2436.8699186909644,0.05927988434789555,0.05927988434789555,True,False,COM-00672,0.2,Q3-R-002
PH-0073,Q3-T-010,巡航,2,2436.8699186909644,2660.7001503731763,0.05927988434789555,1.0,False,False,COM-00673,0.2,Q3-R-002
PH-0073,Q3-T-010,巡航,2,2660.7001503731763,2660.7001503731763,1.0,1.0,True,False,COM-00674,0.2,Q3-R-002
PH-0074,Q3-T-010,下降,2,2660.7001503731763,2686.999216521678,0.0,0.41950608918662097,False,False,COM-00675,0.2,Q3-R-002
PH-0074,Q3-T-010,下降,2,2686.999216521678,2686.999216521678,0.41950608918662097,0.41950608918662097,True,False,COM-00676,0.2,Q3-R-002
PH-0074,Q3-T-010,下降,2,2686.999216521678,2708.8718748052647,0.41950608918662097,0.7684049164244661,False,False,COM-00677,0.2,Q3-R-002
PH-0074,Q3-T-010,下降,2,2708.8718748052647,2708.8718748052647,0.7684049164244661,0.7684049164244661,True,False,COM-00678,0.2,Q3-R-002
PH-0074,Q3-T-010,下降,2,2708.8718748052647,2712.1056347208078,0.7684049164244661,0.8199878117211209,False,False,COM-00679,0.2,Q3-R-002
PH-0074,Q3-T-010,下降,2,2712.1056347208078,2712.1056347208078,0.8199878117211209,0.8199878117211209,True,False,COM-00680,0.2,Q3-R-002
PH-0074,Q3-T-010,下降,2,2712.1056347208078,2723.3906972481764,0.8199878117211209,1.0,False,False,COM-00681,0.2,Q3-R-002
PH-0074,Q3-T-010,下降,2,2723.3906972481764,2723.3906972481764,1.0,1.0,True,False,COM-00682,0.2,Q3-R-002
PH-0075,Q3-T-010,投送交接,2,2723.3906972481764,2933.3906972481764,0.0,1.0,False,False,COM-00683,0.2,Q3-R-002
PH-0075,Q3-T-010,投送交接,2,2933.3906972481764,2933.3906972481764,1.0,1.0,True,False,COM-00684,0.2,Q3-R-002
PH-0076,Q3-T-010,爬升,3,2933.3906972481764,2942.7949160209832,0.0,0.21132918406525664,False,False,COM-00685,0.2,Q3-R-002
PH-0076,Q3-T-010,爬升,3,2942.7949160209832,2942.7949160209832,0.21132918406525664,0.21132918406525664,True,False,COM-00686,0.2,Q3-R-002
PH-0076,Q3-T-010,爬升,3,2942.7949160209832,2945.4897159506027,0.21132918406525664,0.27188603457072114,False,False,COM-00687,0.2,Q3-R-002
PH-0076,Q3-T-010,爬升,3,2945.4897159506027,2945.4897159506027,0.27188603457072114,0.27188603457072114,True,False,COM-00688,0.2,Q3-R-002
PH-0076,Q3-T-010,爬升,3,2945.4897159506027,2963.7169311869247,0.27188603457072114,0.6814833245457232,False,False,COM-00689,0.2,Q3-R-002
PH-0076,Q3-T-010,爬升,3,2963.7169311869247,2963.7169311869247,0.6814833245457232,0.6814833245457232,True,False,COM-00690,0.2,Q3-R-002
PH-0076,Q3-T-010,爬升,3,2963.7169311869247,2977.891028872525,0.6814833245457232,1.0,False,False,COM-00691,0.2,Q3-R-002
PH-0076,Q3-T-010,爬升,3,2977.891028872525,2977.891028872525,1.0,1.0,True,False,COM-00692,0.2,Q3-R-002
