trip_id,drone_id,leg_index,from_id,to_id,phase,start_s,end_s,phase_id,p0_lon_deg,p0_lat_deg,p0_altitude_m,p1_lon_deg,p1_lat_deg,p1_altitude_m
Q3-T-020,U01,2,S003,S015,投送交接,5411.24033141265,5591.24033141265,PH-0169,109.1923786,23.0494548,474.5,109.1923786,23.0494548,474.5
Q3-T-020,U01,3,S015,O01,爬升,5591.24033141265,5623.673416536349,PH-0170,109.1923786,23.0494548,474.5,109.1923786,23.0494548,571.7992553710938
Q3-T-020,U01,3,S015,O01,巡航,5623.673416536349,6124.455330838039,PH-0171,109.1923786,23.0494548,571.7992553710938,109.2308517,23.0085095,571.7992553710938
Q3-T-020,U01,3,S015,O01,下降,6124.455330838039,6302.095032986476,PH-0172,109.2308517,23.0085095,571.7992553710938,109.2308517,23.0085095,127.7
Q3-T-021,U05,1,O01,S009,爬升,4226.93718505594,4282.113489173778,PH-0173,109.2308517,23.0085095,127.7,109.2308517,23.0085095,293.2289123535156
Q3-T-021,U05,1,O01,S009,巡航,4282.113489173778,4662.456486658914,PH-0174,109.2308517,23.0085095,293.2289123535156,109.2541424,23.0552989,293.2289123535156
Q3-T-021,U05,1,O01,S009,下降,4662.456486658914,4687.748051600321,PH-0175,109.2541424,23.0552989,293.2289123535156,109.2541424,23.0552989,230.0
Q3-T-021,U05,1,O01,S009,投送交接,4687.748051600321,4927.748051600321,PH-0176,109.2541424,23.0552989,230.0,109.2541424,23.0552989,230.0
Q3-T-021,U05,2,S009,O01,爬升,4927.748051600321,4948.8243557181595,PH-0177,109.2541424,23.0552989,230.0,109.2541424,23.0552989,293.2289123535156
Q3-T-021,U05,2,S009,O01,巡航,4948.8243557181595,5329.1673532032955,PH-0178,109.2541424,23.0552989,293.2289123535156,109.2308517,23.0085095,293.2289123535156
Q3-T-021,U05,2,S009,O01,下降,5329.1673532032955,5395.378918144702,PH-0179,109.2308517,23.0085095,293.2289123535156,109.2308517,23.0085095,127.7
Q3-T-022,U07,1,O01,S003,爬升,4541.996459920166,4715.638115193603,PH-0180,109.2308517,23.0085095,127.7,109.2308517,23.0085095,561.8041381835938
Q3-T-022,U07,1,O01,S003,巡航,4715.638115193603,5199.850065630656,PH-0181,109.2308517,23.0085095,561.8041381835938,109.1688578,23.0402714,561.8041381835938
Q3-T-022,U07,1,O01,S003,下降,5199.850065630656,5311.502134722453,PH-0182,109.1688578,23.0402714,561.8041381835938,109.1688578,23.0402714,338.5
Q3-T-022,U07,1,O01,S003,投送交接,5311.502134722453,5707.502134722453,PH-0183,109.1688578,23.0402714,338.5,109.1688578,23.0402714,338.5
Q3-T-022,U07,2,S003,O01,爬升,5707.502134722453,5796.82378999589,PH-0184,109.1688578,23.0402714,338.5,109.1688578,23.0402714,561.8041381835938
Q3-T-022,U07,2,S003,O01,巡航,5796.82378999589,6281.035740432943,PH-0185,109.1688578,23.0402714,561.8041381835938,109.2308517,23.0085095,561.8041381835938
Q3-T-022,U07,2,S003,O01,下降,6281.035740432943,6498.08780952474,PH-0186,109.2308517,23.0085095,561.8041381835938,109.2308517,23.0085095,127.7
Q3-T-023,U04,1,O01,S008,爬升,4590.570637157974,4672.307081249771,PH-0187,109.2308517,23.0085095,127.7,109.2308517,23.0085095,372.9093322753906
Q3-T-023,U04,1,O01,S008,巡航,4672.307081249771,5345.55984061837,PH-0188,109.2308517,23.0085095,372.9093322753906,109.2127472,23.0795113,372.9093322753906
Q3-T-023,U04,1,O01,S008,下降,5345.55984061837,5386.363573528526,PH-0189,109.2127472,23.0795113,372.9093322753906,109.2127472,23.0795113,270.9
Q3-T-023,U04,1,O01,S008,投送交接,5386.363573528526,5596.363573528526,PH-0190,109.2127472,23.0795113,270.9,109.2127472,23.0795113,270.9
Q3-T-023,U04,2,S008,O01,爬升,5596.363573528526,5630.36668428699,PH-0191,109.2127472,23.0795113,270.9,109.2127472,23.0795113,372.9093322753906
Q3-T-023,U04,2,S008,O01,巡航,5630.36668428699,6303.619443655589,PH-0192,109.2127472,23.0795113,372.9093322753906,109.2308517,23.0085095,372.9093322753906
Q3-T-023,U04,2,S008,O01,下降,6303.619443655589,6401.703176565745,PH-0193,109.2308517,23.0085095,372.9093322753906,109.2308517,23.0085095,127.7
Q3-T-024,U02,1,O01,S015,爬升,4823.967695364228,4972.000780487926,PH-0194,109.2308517,23.0085095,127.7,109.2308517,23.0085095,571.7992553710938
Q3-T-024,U02,1,O01,S015,巡航,4972.000780487926,5472.7826947896165,PH-0195,109.2308517,23.0085095,571.7992553710938,109.1923786,23.0494548,571.7992553710938
Q3-T-024,U02,1,O01,S015,下降,5472.7826947896165,5511.702396938054,PH-0196,109.1923786,23.0494548,571.7992553710938,109.1923786,23.0494548,474.5
Q3-T-024,U02,1,O01,S015,投送交接,5511.702396938054,5721.702396938054,PH-0197,109.1923786,23.0494548,474.5,109.1923786,23.0494548,474.5
Q3-T-024,U02,2,S015,O01,爬升,5721.702396938054,5754.135482061753,PH-0198,109.1923786,23.0494548,474.5,109.1923786,23.0494548,571.7992553710938
Q3-T-024,U02,2,S015,O01,巡航,5754.135482061753,6254.917396363443,PH-0199,109.1923786,23.0494548,571.7992553710938,109.2308517,23.0085095,571.7992553710938
Q3-T-024,U02,2,S015,O01,下降,6254.917396363443,6432.55709851188,PH-0200,109.2308517,23.0085095,571.7992553710938,109.2308517,23.0085095,127.7
Q3-T-025,U08,1,O01,S005,爬升,5131.945123347221,5211.429478815971,PH-0201,109.2308517,23.0085095,127.7,109.2308517,23.0085095,326.410888671875
Q3-T-025,U08,1,O01,S005,巡航,5211.429478815971,5563.469941274175,PH-0202,109.2308517,23.0085095,326.410888671875,109.2283003,23.0561338,326.410888671875
Q3-T-025,U08,1,O01,S005,下降,5563.469941274175,5629.175385610112,PH-0203,109.2283003,23.0561338,326.410888671875,109.2283003,23.0561338,195.0
Q3-T-025,U08,1,O01,S005,投送交接,5629.175385610112,5953.175385610112,PH-0204,109.2283003,23.0561338,195.0,109.2283003,23.0561338,195.0
Q3-T-025,U08,2,S005,O01,爬升,5953.175385610112,6005.739741078863,PH-0205,109.2283003,23.0561338,195.0,109.2283003,23.0561338,326.410888671875
Q3-T-025,U08,2,S005,O01,巡航,6005.739741078863,6357.780203537066,PH-0206,109.2283003,23.0561338,326.410888671875,109.2308517,23.0085095,326.410888671875
Q3-T-025,U08,2,S005,O01,下降,6357.780203537066,6457.135647873003,PH-0207,109.2308517,23.0085095,326.410888671875,109.2308517,23.0085095,127.7
Q3-T-026,U05,1,O01,S011,爬升,5725.378918144701,5781.266169935066,PH-0208,109.2308517,23.0085095,127.7,109.2308517,23.0085095,295.36175537109375
Q3-T-026,U05,1,O01,S011,巡航,5781.266169935066,5968.471118780509,PH-0209,109.2308517,23.0085095,295.36175537109375,109.2203356,23.0319231,295.36175537109375
Q3-T-026,U05,1,O01,S011,下降,5968.471118780509,6001.775820928946,PH-0210,109.2203356,23.0319231,295.36175537109375,109.2203356,23.0319231,212.1
Q3-T-026,U05,1,O01,S011,投送交接,6001.775820928946,6181.775820928946,PH-0211,109.2203356,23.0319231,212.1,109.2203356,23.0319231,212.1
Q3-T-026,U05,2,S011,O01,爬升,6181.775820928946,6209.529739385977,PH-0212,109.2203356,23.0319231,212.1,109.2203356,23.0319231,295.36175537109375
Q3-T-026,U05,2,S011,O01,巡航,6209.529739385977,6396.7346882314205,PH-0213,109.2203356,23.0319231,295.36175537109375,109.2308517,23.0085095,295.36175537109375
Q3-T-026,U05,2,S011,O01,下降,6396.7346882314205,6463.799390379858,PH-0214,109.2308517,23.0085095,295.36175537109375,109.2308517,23.0085095,127.7
