resource_type,resource_id,trip_id,phase,start_s,end_s
drone,U06,Q3-T-018,cruise,4976.109878025235,5514.712085520114
drone,U06,Q3-T-018,descent,5514.712085520114,5612.79581843027
drone,U01,Q3-T-019,prepare_load,3689.847358127293,4049.847358127293
drone,U01,Q3-T-019,climb,4049.847358127293,4131.58380221909
drone,U01,Q3-T-019,cruise,4131.58380221909,4804.836561587689
drone,U01,Q3-T-019,descent,4804.836561587689,4845.640294497845
drone,U01,Q3-T-019,handoff,4845.640294497845,5055.640294497845
drone,U01,Q3-T-019,climb,5055.640294497845,5089.643405256309
drone,U01,Q3-T-019,cruise,5089.643405256309,5762.896164624908
drone,U01,Q3-T-019,descent,5762.896164624908,5860.979897535064
drone,U04,Q3-T-020,prepare_load,3760.662761989458,4150.662761989458
drone,U04,Q3-T-020,climb,4150.662761989458,4295.36414138399
drone,U04,Q3-T-020,cruise,4295.36414138399,4900.629079430306
drone,U04,Q3-T-020,descent,4900.629079430306,4989.950734703743
drone,U04,Q3-T-020,handoff,4989.950734703743,5199.950734703743
drone,U04,Q3-T-020,climb,5199.950734703743,5249.750356285775
drone,U04,Q3-T-020,cruise,5249.750356285775,5467.780931360043
drone,U04,Q3-T-020,descent,5467.780931360043,5473.14047725848
drone,U04,Q3-T-020,handoff,5473.14047725848,5653.14047725848
drone,U04,Q3-T-020,climb,5653.14047725848,5685.573562382178
drone,U04,Q3-T-020,cruise,5685.573562382178,6186.355476683869
drone,U04,Q3-T-020,descent,6186.355476683869,6363.995178832306
drone,U05,Q3-T-021,prepare_load,3898.8373309017697,4288.83733090177
drone,U05,Q3-T-021,climb,4288.83733090177,4344.013635019608
drone,U05,Q3-T-021,cruise,4344.013635019608,4724.356632504744
drone,U05,Q3-T-021,descent,4724.356632504744,4749.64819744615
drone,U05,Q3-T-021,handoff,4749.64819744615,4989.64819744615
drone,U05,Q3-T-021,climb,4989.64819744615,5010.724501563989
drone,U05,Q3-T-021,cruise,5010.724501563989,5391.067499049125
drone,U05,Q3-T-021,descent,5391.067499049125,5457.2790639905315
drone,U07,Q3-T-022,prepare_load,4061.9964599201658,4541.996459920166
drone,U07,Q3-T-022,climb,4541.996459920166,4715.638115193603
drone,U07,Q3-T-022,cruise,4715.638115193603,5199.850065630656
drone,U07,Q3-T-022,descent,5199.850065630656,5311.502134722453
drone,U07,Q3-T-022,handoff,5311.502134722453,5707.502134722453
drone,U07,Q3-T-022,climb,5707.502134722453,5796.82378999589
drone,U07,Q3-T-022,cruise,5796.82378999589,6281.035740432943
drone,U07,Q3-T-022,descent,6281.035740432943,6498.08780952474
drone,U03,Q3-T-023,prepare_load,4463.967695364228,4823.967695364228
drone,U03,Q3-T-023,climb,4823.967695364228,4972.000780487926
drone,U03,Q3-T-023,cruise,4972.000780487926,5472.7826947896165
drone,U03,Q3-T-023,descent,5472.7826947896165,5511.702396938054
drone,U03,Q3-T-023,handoff,5511.702396938054,5721.702396938054
